RECORD_ID,TIMESTAMP,CALLING_NUM,CALLED_NUM,CALL_TYPE,DURATION_SEC,CALLER_IMSI,CALLER_IMEI,CALLER_MNO,BTS_ID,CELL_ID,LAC,STATUS
CDR-SUB-378203,2026-05-25T01:22:12.451178,+918063530621,+918669585784,SMS,0,405455135266106,868203044301894,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-844641,2026-05-25T01:42:25.451178,+918063530621,+917604216150,SMS,0,405455135266106,868203044301894,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-329970,2026-05-25T02:27:41.451178,+917654890656,+916850988194,SMS,0,405185131440821,353684097141182,Vodafone_Idea,BTS-MUM-012,59908,1002,SUCCESS
CDR-SUB-554289,2026-05-25T02:23:52.451178,+919774476372,+917514757104,SMS,0,405071188879306,351657113161899,BSNL,BTS-MUM-009,77899,1001,SUCCESS
CDR-SUB-902928,2026-05-25T02:37:42.451178,+918736292116,+917604216150,VOICE,408,405840800206875,868203043256107,Jio,BTS-MUM-013,96156,1002,SUCCESS
CDR-SUB-475086,2026-05-25T02:43:37.451178,+918524173983,+916892267015,SMS,0,405453925660230,864382048614710,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-343995,2026-05-25T02:32:24.451178,+917674669256,+917685212470,SMS,0,405840877441827,868203041710360,Jio,BTS-MUM-014,28654,1002,SUCCESS
CDR-SUB-102049,2026-05-25T02:47:20.451178,+916026809904,+916099526520,SMS,0,405840747639583,864382046896327,Jio,BTS-MUM-007,99315,1001,SUCCESS
CDR-SUB-806584,2026-05-25T03:22:45.451178,+917514757104,+917766469204,SMS,0,405840659060962,351657114979893,Jio,BTS-MUM-013,96156,1002,SUCCESS
CDR-SUB-638909,2026-05-25T03:29:42.451178,+919523414579,+918839090468,SMS,0,405188005874184,359028094979398,Vodafone_Idea,BTS-MUM-012,59908,1002,SUCCESS
CDR-SUB-397419,2026-05-25T03:32:13.451178,+918063530621,+919977738198,SMS,0,405455135266106,868203044301894,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-327202,2026-05-25T03:34:27.451178,+917514757104,+918102084844,SMS,0,405840659060962,351657114979893,Jio,BTS-MUM-013,96156,1002,SUCCESS
CDR-SUB-560214,2026-05-25T03:34:10.451178,+919774476372,+918848792320,VOICE,485,405071188879306,351657113161899,BSNL,BTS-MUM-009,77899,1001,SUCCESS
CDR-SUB-180007,2026-05-25T04:01:29.451178,+919523414579,+919289162418,SMS,0,405188005874184,359028094979398,Vodafone_Idea,BTS-MUM-012,59908,1002,SUCCESS
CDR-SUB-561904,2026-05-25T04:11:05.451178,+918063530621,+916835034130,SMS,0,405455135266106,868203044301894,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-121989,2026-05-25T04:17:45.451178,+918063530621,+917604216150,SMS,0,405455135266106,868203044301894,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-373847,2026-05-25T04:20:04.451178,+919013855207,+917533563289,SMS,0,405181138360671,351657113313078,Vodafone_Idea,BTS-MUM-015,70383,1002,SUCCESS
CDR-SUB-624391,2026-05-25T07:35:05.451178,+916364937963,+917142018505,VOICE,86,405186741986270,359028090748417,Vodafone_Idea,BTS-MUM-012,59908,1002,SUCCESS
CDR-SUB-628755,2026-05-25T07:40:42.451178,+916214147419,+918839090468,SMS,0,405840503753117,868203044349117,Jio,BTS-MUM-009,77899,1001,SUCCESS
CDR-SUB-864654,2026-05-25T08:06:26.451178,+919278515314,+917818958073,SMS,0,405453749736939,864382040026400,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-875639,2026-05-25T08:16:17.451178,+917895494009,+917104001886,SMS,0,405840895048275,353684094441510,Jio,BTS-MUM-006,42896,1001,SUCCESS
CDR-SUB-973240,2026-05-25T08:25:37.451178,+916833418890,+917561403846,SMS,0,405840565392826,864382043461125,Jio,BTS-MUM-006,42896,1001,SUCCESS
CDR-SUB-308473,2026-05-25T08:22:14.451178,+917276592488,+919980189677,VOICE,153,405840437328367,351657116143639,Jio,BTS-MUM-010,76457,1001,SUCCESS
CDR-SUB-647889,2026-05-25T08:29:19.451178,+918770252737,+917323548258,SMS,0,405456971180677,351657110636950,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-715178,2026-05-25T08:19:10.451178,+918848792320,+917694107918,SMS,0,405452716129788,359028090841998,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-770708,2026-05-25T08:20:55.451178,+918839090468,+918063530621,VOICE,151,405451292994832,868203045322691,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-669943,2026-05-25T08:19:10.451178,+919069273877,+918785362517,SMS,0,405456235986950,351657118512260,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-579251,2026-05-25T08:43:09.451178,+917552240168,+918524173983,SMS,0,405450791993506,351657117252587,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-595298,2026-05-25T08:40:20.451178,+916959580968,+917664589287,SMS,0,405182580077129,864382046097017,Vodafone_Idea,BTS-MUM-015,70383,1002,SUCCESS
CDR-SUB-896060,2026-05-25T08:40:40.451178,+918747563560,+917247953050,VOICE,184,405454757586291,868203041011512,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-977093,2026-05-25T08:41:58.451178,+916833418890,+916424077695,SMS,0,405840565392826,864382043461125,Jio,BTS-MUM-006,42896,1001,SUCCESS
CDR-SUB-520753,2026-05-25T08:33:12.451178,+919910371149,+919276513825,SMS,0,405840797384972,868203046624202,Jio,BTS-MUM-005,27194,1000,SUCCESS
CDR-SUB-901445,2026-05-25T08:59:17.451178,+917104001886,+919013855207,SMS,0,405840650391366,359028097751836,Jio,BTS-MUM-014,28654,1002,SUCCESS
CDR-SUB-293829,2026-05-25T08:53:50.451178,+919006057141,+917499589805,VOICE,160,405840530153533,351657110688019,Jio,BTS-MUM-001,78329,1000,SUCCESS
CDR-SUB-284263,2026-05-25T08:59:17.451178,+919910371149,+916678634340,VOICE,114,405840797384972,868203046624202,Jio,BTS-MUM-005,27194,1000,SUCCESS
CDR-SUB-873684,2026-05-25T08:51:27.451178,+917819615715,+917674669256,SMS,0,405185670254691,359028093797973,Vodafone_Idea,BTS-MUM-012,59908,1002,SUCCESS
CDR-SUB-808232,2026-05-25T09:15:37.451178,+918671543088,+919775680556,SMS,0,405840671794059,864382043231049,Jio,BTS-MUM-009,77899,1001,SUCCESS
CDR-SUB-206483,2026-05-25T09:02:52.451178,+918179913308,+916656933137,VOICE,723,405182613830461,353684099942439,Vodafone_Idea,BTS-MUM-012,59908,1002,SUCCESS
CDR-SUB-439901,2026-05-25T09:13:16.451178,+916510912543,+918179913308,VOICE,332,405459881103287,359028091116267,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-724119,2026-05-25T09:03:53.451178,+918770252737,+916583026456,VOICE,85,405456971180677,351657110636950,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-460929,2026-05-25T09:14:29.451178,+919069273877,+917423901048,SMS,0,405456235986950,351657118512260,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-381867,2026-05-25T09:10:52.451178,+916424077695,+919008358326,VOICE,105,405840096036001,353684094793860,Jio,BTS-MUM-014,28654,1002,SUCCESS
CDR-SUB-768097,2026-05-25T09:02:15.451178,+919142197428,+919069273877,SMS,0,405188894312633,353684097338408,Vodafone_Idea,BTS-MUM-008,68203,1001,SUCCESS
CDR-SUB-872587,2026-05-25T09:03:16.451178,+919448807622,+917674669256,VOICE,121,405450566822597,359028098956467,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-810195,2026-05-25T09:19:07.451178,+917356749250,+916656933137,VOICE,79,405459096488600,864382047831455,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-463140,2026-05-25T09:19:51.451178,+919952590684,+917790237353,SMS,0,405453326079047,868203042456807,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-604345,2026-05-25T09:30:23.451178,+916670203814,+919504601814,VOICE,480,405840301517576,351657113819306,Jio,BTS-MUM-006,42896,1001,SUCCESS
CDR-SUB-594534,2026-05-25T09:25:21.451178,+919910371149,+916734332742,SMS,0,405840797384972,868203046624202,Jio,BTS-MUM-005,27194,1000,SUCCESS
CDR-SUB-598566,2026-05-25T09:22:22.451178,+919966183441,+916026809904,SMS,0,405459455620689,351657113128674,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-232487,2026-05-25T09:20:50.451178,+918245244001,+918063530621,SMS,0,405840552455381,864382040816586,Jio,BTS-MUM-010,76457,1001,SUCCESS
CDR-SUB-370309,2026-05-25T09:20:19.451178,+918671543088,+919204600776,SMS,0,405840671794059,864382043231049,Jio,BTS-MUM-009,77899,1001,SUCCESS
CDR-SUB-895469,2026-05-25T09:18:17.451178,+917142018505,+916571540271,SMS,0,405185816675843,353684094726126,Vodafone_Idea,BTS-MUM-012,59908,1002,SUCCESS
CDR-SUB-316343,2026-05-25T09:19:08.451178,+916728175810,+917104001886,VOICE,137,405453399194132,353684092558448,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-880120,2026-05-25T09:30:37.451178,+918550653630,+916010506738,VOICE,267,405459809705526,868203048400700,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-485924,2026-05-25T09:38:31.451178,+916571540271,+916904522290,VOICE,95,405455940965333,868203047678538,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-471270,2026-05-25T09:34:02.451178,+917972389529,+919966183441,SMS,0,405840906974273,864382047771453,Jio,BTS-MUM-014,28654,1002,SUCCESS
CDR-SUB-346802,2026-05-25T09:39:52.451178,+917914396936,+918524173983,SMS,0,405840527638505,864382044791405,Jio,BTS-MUM-003,97016,1000,SUCCESS
CDR-SUB-694769,2026-05-25T09:36:02.451178,+917423586246,+919910371149,VOICE,132,405451560516318,353684092766553,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-911773,2026-05-25T09:41:22.451178,+916670203814,+919019233551,SMS,0,405840301517576,351657113819306,Jio,BTS-MUM-006,42896,1001,SUCCESS
CDR-SUB-430974,2026-05-25T09:36:43.451178,+919319939549,+918449741912,SMS,0,405454041887165,351657116249550,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-653420,2026-05-25T09:59:39.451178,+916364937963,+919467484425,SMS,0,405186741986270,359028090748417,Vodafone_Idea,BTS-MUM-012,59908,1002,SUCCESS
CDR-SUB-901184,2026-05-25T09:53:44.451178,+917104001886,+918127121654,SMS,0,405840650391366,359028097751836,Jio,BTS-MUM-005,27194,1000,SUCCESS
CDR-SUB-998497,2026-05-25T10:00:05.451178,+917685212470,+918848792320,VOICE,535,405840913768119,868203048618277,Jio,BTS-MUM-005,27194,1000,SUCCESS
CDR-SUB-664275,2026-05-25T09:58:43.451178,+916424077695,+918839090468,VOICE,165,405840096036001,353684094793860,Jio,BTS-MUM-005,27194,1000,SUCCESS
CDR-SUB-853623,2026-05-25T09:57:17.451178,+919319939549,+917604216150,SMS,0,405454041887165,351657116249550,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-843921,2026-05-25T09:58:39.451178,+919069273877,+917895494009,SMS,0,405456235986950,351657118512260,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-224834,2026-05-25T09:49:22.451178,+918671543088,+916656933137,VOICE,90,405840671794059,864382043231049,Jio,BTS-MUM-009,77899,1001,SUCCESS
CDR-SUB-655750,2026-05-25T09:46:53.451178,+918599944473,+919319939549,SMS,0,405070905458304,351657111911634,BSNL,BTS-MUM-004,31197,1000,SUCCESS
CDR-SUB-279159,2026-05-25T09:53:46.451178,+916904522290,+918770252737,SMS,0,405458210130311,864382042929593,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-139938,2026-05-25T09:48:31.451178,+919055580641,+917228953943,SMS,0,405840833430840,868203040919798,Jio,BTS-MUM-009,77899,1001,SUCCESS
CDR-SUB-313167,2026-05-25T10:03:09.451178,+916833418890,+917104001886,SMS,0,405840565392826,864382043461125,Jio,BTS-MUM-006,42896,1001,SUCCESS
CDR-SUB-628180,2026-05-25T10:07:12.451178,+917423586246,+916318903853,SMS,0,405451560516318,353684092766553,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-294388,2026-05-25T10:07:21.451178,+916983872621,+916137784956,SMS,0,405840834041678,868203045772887,Jio,BTS-MUM-009,77899,1001,SUCCESS
CDR-SUB-924730,2026-05-25T10:08:09.451178,+917819615715,+919870368390,VOICE,116,405185670254691,359028093797973,Vodafone_Idea,BTS-MUM-012,59908,1002,SUCCESS
CDR-SUB-709587,2026-05-25T10:14:33.451178,+919278515314,+919730116907,VOICE,110,405453749736939,864382040026400,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-884980,2026-05-25T10:02:47.451178,+917664589287,+916728175810,VOICE,368,405071689858824,359028094643408,BSNL,BTS-MUM-015,70383,1002,SUCCESS
CDR-SUB-707567,2026-05-25T10:05:07.451178,+919204600776,+917089106615,SMS,0,405457573697035,359028096612955,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-274299,2026-05-25T10:15:04.451178,+918839090468,+917680404242,VOICE,153,405451292994832,868203045322691,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-834664,2026-05-25T10:26:59.451178,+916728175810,+919730116907,SMS,0,405453399194132,353684092558448,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-572767,2026-05-25T10:29:04.451178,+917590996624,+919013855207,SMS,0,405840601102642,864382044621669,Jio,BTS-MUM-006,42896,1001,SUCCESS
CDR-SUB-667440,2026-05-25T10:24:11.451178,+917895494009,+918736292116,SMS,0,405840895048275,353684094441510,Jio,BTS-MUM-006,42896,1001,SUCCESS
CDR-SUB-104277,2026-05-25T10:28:50.451178,+916979618151,+916833418890,VOICE,168,405840553980984,868203045407187,Jio,BTS-MUM-013,96156,1002,SUCCESS
CDR-SUB-113967,2026-05-25T10:30:17.451178,+917868299798,+919112831781,VOICE,0,405451239106896,868203047911970,Airtel,BTS-MUM-002,20960,1000,BUSY
CDR-SUB-678245,2026-05-25T10:19:38.451178,+919528192376,+919870368390,VOICE,101,405840195779499,351657114271523,Jio,BTS-MUM-003,97016,1000,SUCCESS
CDR-SUB-939355,2026-05-25T10:30:11.451178,+917499589805,+916571540271,SMS,0,405840470025420,868203044395342,Jio,BTS-MUM-003,97016,1000,SUCCESS
CDR-SUB-758583,2026-05-25T10:31:48.451178,+916424077695,+916620831451,SMS,0,405840096036001,353684094793860,Jio,BTS-MUM-005,27194,1000,SUCCESS
CDR-SUB-601982,2026-05-25T10:39:55.451178,+917323548258,+919069273877,VOICE,285,405840105244043,353684092078975,Jio,BTS-MUM-001,78329,1000,SUCCESS
CDR-SUB-208736,2026-05-25T10:36:37.451178,+917895494009,+918848792320,SMS,0,405840895048275,353684094441510,Jio,BTS-MUM-006,42896,1001,SUCCESS
CDR-SUB-941348,2026-05-25T10:35:01.451178,+918140232785,+917972389529,SMS,0,405185023088106,353684094340654,Vodafone_Idea,BTS-MUM-012,59908,1002,SUCCESS
CDR-SUB-364927,2026-05-25T10:34:55.451178,+917819615715,+917323548258,VOICE,113,405185670254691,359028093797973,Vodafone_Idea,BTS-MUM-012,59908,1002,SUCCESS
CDR-SUB-635249,2026-05-25T10:35:44.451178,+918630884248,+918221902139,VOICE,447,405840780465999,864382041619609,Jio,BTS-MUM-014,28654,1002,SUCCESS
CDR-SUB-236334,2026-05-25T10:40:11.451178,+916904522290,+916214147419,VOICE,110,405458210130311,864382042929593,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-679591,2026-05-25T10:42:44.451178,+917868299798,+916510912543,SMS,0,405451239106896,868203047911970,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-644717,2026-05-25T10:41:12.451178,+919006057141,+919013855207,VOICE,880,405840530153533,351657110688019,Jio,BTS-MUM-001,78329,1000,SUCCESS
CDR-SUB-175619,2026-05-25T10:41:42.451178,+919142197428,+917561403846,VOICE,158,405188894312633,353684097338408,Vodafone_Idea,BTS-MUM-011,11892,1002,SUCCESS
CDR-SUB-816354,2026-05-25T10:37:32.451178,+919528192376,+918747563560,SMS,0,405840195779499,351657114271523,Jio,BTS-MUM-003,97016,1000,SUCCESS
CDR-SUB-171871,2026-05-25T10:43:19.451178,+919870368390,+919108697759,SMS,0,405840606862667,353684099909248,Jio,BTS-MUM-003,97016,1000,SUCCESS
CDR-SUB-752106,2026-05-25T10:33:31.451178,+919929356932,+917972389529,VOICE,0,405840495948874,359028090432947,Jio,BTS-MUM-007,99315,1001,NO_ANSWER
CDR-SUB-725695,2026-05-25T10:44:53.451178,+919980189677,+918675675911,SMS,0,405840707354890,359028096376536,Jio,BTS-MUM-014,28654,1002,SUCCESS
CDR-SUB-106797,2026-05-25T10:48:37.451178,+917972389529,+917694107918,SMS,0,405840906974273,864382047771453,Jio,BTS-MUM-014,28654,1002,SUCCESS
CDR-SUB-599994,2026-05-25T10:49:44.451178,+916728175810,+919093399126,SMS,0,405453399194132,353684092558448,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-654169,2026-05-25T10:55:22.451178,+918829871099,+919276513825,SMS,0,405453887910944,359028095091987,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-499318,2026-05-25T10:53:52.451178,+916983872621,+919596917091,SMS,0,405840834041678,868203045772887,Jio,BTS-MUM-009,77899,1001,SUCCESS
CDR-SUB-345614,2026-05-25T10:58:52.451178,+916424077695,+916656933137,SMS,0,405840096036001,353684094793860,Jio,BTS-MUM-005,27194,1000,SUCCESS
CDR-SUB-689545,2026-05-25T10:56:39.451178,+916510912543,+919977738198,SMS,0,405459881103287,359028091116267,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-626157,2026-05-25T10:57:46.451178,+916670203814,+917654890656,VOICE,177,405840301517576,351657113819306,Jio,BTS-MUM-006,42896,1001,SUCCESS
CDR-SUB-880163,2026-05-25T10:47:14.451178,+917895494009,+917551359328,SMS,0,405840895048275,353684094441510,Jio,BTS-MUM-006,42896,1001,SUCCESS
CDR-SUB-760355,2026-05-25T11:16:32.451178,+919300847500,+916571540271,SMS,0,405450088374063,868203045926780,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-528409,2026-05-25T11:02:51.451178,+917790237353,+917674669256,SMS,0,405455912418153,359028092761863,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-752230,2026-05-25T11:13:15.451178,+916904522290,+916704049932,VOICE,301,405458210130311,864382042929593,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-470727,2026-05-25T11:14:47.451178,+916734332742,+916214147419,VOICE,123,405840687937880,864382046500408,Jio,BTS-MUM-001,78329,1000,SUCCESS
CDR-SUB-533882,2026-05-25T11:08:43.451178,+917415761105,+916670203814,SMS,0,405455549473246,359028094415138,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-642720,2026-05-25T11:15:42.451178,+917007647892,+918839090468,VOICE,58,405840511615817,868203046229242,Jio,BTS-MUM-013,96156,1002,SUCCESS
CDR-SUB-772862,2026-05-25T11:10:39.451178,+917914396936,+919006057141,SMS,0,405840527638505,864382044791405,Jio,BTS-MUM-003,97016,1000,SUCCESS
CDR-SUB-865767,2026-05-25T11:05:11.451178,+919929356932,+916424077695,VOICE,45,405840495948874,359028090432947,Jio,BTS-MUM-007,99315,1001,SUCCESS
CDR-SUB-451103,2026-05-25T11:12:36.451178,+919319939549,+917104001886,SMS,0,405454041887165,351657116249550,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-802219,2026-05-25T11:06:47.451178,+919448807622,+916656933137,VOICE,25,405450566822597,359028098956467,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-968919,2026-05-25T11:18:38.451178,+918245244001,+919013855207,SMS,0,405840552455381,864382040816586,Jio,BTS-MUM-010,76457,1001,SUCCESS
CDR-SUB-427930,2026-05-25T11:27:53.451178,+919910371149,+919523414579,VOICE,264,405840797384972,868203046624202,Jio,BTS-MUM-007,99315,1001,SUCCESS
CDR-SUB-209128,2026-05-25T11:16:36.451178,+916983872621,+917552240168,SMS,0,405840834041678,868203045772887,Jio,BTS-MUM-009,77899,1001,SUCCESS
CDR-SUB-911316,2026-05-25T11:26:12.451178,+917972389529,+918550653630,SMS,0,405840906974273,864382047771453,Jio,BTS-MUM-014,28654,1002,SUCCESS
CDR-SUB-973205,2026-05-25T11:26:31.451178,+917685212470,+917561403846,VOICE,67,405840913768119,868203048618277,Jio,BTS-MUM-010,76457,1001,SUCCESS
CDR-SUB-158350,2026-05-25T11:24:00.451178,+916670203814,+919850682146,VOICE,266,405840301517576,351657113819306,Jio,BTS-MUM-006,42896,1001,SUCCESS
CDR-SUB-787377,2026-05-25T11:25:40.451178,+918848792320,+917142018505,VOICE,188,405452716129788,359028090841998,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-629165,2026-05-25T11:30:51.451178,+916728175810,+919300847500,SMS,0,405453399194132,353684092558448,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-450689,2026-05-25T11:22:56.451178,+916656933137,+916214147419,VOICE,0,405840779302639,868203049538185,Jio,BTS-MUM-001,78329,1000,NO_ANSWER
CDR-SUB-337333,2026-05-25T11:22:36.451178,+917228953943,+919819755736,SMS,0,405450884229353,864382043145512,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-448161,2026-05-25T11:26:03.451178,+919300847500,+917444361023,SMS,0,405450088374063,868203045926780,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-422363,2026-05-25T11:34:09.451178,+918671543088,+917552240168,SMS,0,405840671794059,864382043231049,Jio,BTS-MUM-009,77899,1001,SUCCESS
CDR-SUB-513672,2026-05-25T11:31:42.451178,+918140232785,+917409228049,VOICE,281,405185023088106,353684094340654,Vodafone_Idea,BTS-MUM-012,59908,1002,SUCCESS
CDR-SUB-558280,2026-05-25T11:35:41.451178,+917972389529,+917021214807,VOICE,103,405840906974273,864382047771453,Jio,BTS-MUM-014,28654,1002,SUCCESS
CDR-SUB-490564,2026-05-25T11:36:07.451178,+918829871099,+917604216150,SMS,0,405453887910944,359028095091987,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-143989,2026-05-25T11:44:18.451178,+918221902139,+918630884248,VOICE,776,405184831884554,864382042584364,Vodafone_Idea,BTS-MUM-008,68203,1001,SUCCESS
CDR-SUB-501090,2026-05-25T11:46:20.451178,+919448807622,+917007647892,SMS,0,405450566822597,359028098956467,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-905499,2026-05-25T11:32:50.451178,+918502435585,+919276513825,SMS,0,405840149114064,359028093548418,Jio,BTS-MUM-004,31197,1000,SUCCESS
CDR-SUB-293103,2026-05-25T11:44:38.451178,+917914396936,+919528192376,SMS,0,405840527638505,864382044791405,Jio,BTS-MUM-003,97016,1000,SUCCESS
CDR-SUB-316836,2026-05-25T11:43:55.451178,+916983872621,+918404694969,SMS,0,405840834041678,868203045772887,Jio,BTS-MUM-009,77899,1001,SUCCESS
CDR-SUB-843383,2026-05-25T11:32:59.451178,+917790237353,+919299552241,VOICE,389,405455912418153,359028092761863,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-797834,2026-05-25T11:42:07.451178,+919528192376,+916424077695,SMS,0,405840195779499,351657114271523,Jio,BTS-MUM-003,97016,1000,SUCCESS
CDR-SUB-157220,2026-05-25T11:36:15.451178,+917685212470,+917674669256,VOICE,321,405840913768119,868203048618277,Jio,BTS-MUM-005,27194,1000,SUCCESS
CDR-SUB-228491,2026-05-25T11:31:45.451178,+917895494009,+917228953943,SMS,0,405840895048275,353684094441510,Jio,BTS-MUM-006,42896,1001,SUCCESS
CDR-SUB-199870,2026-05-25T11:53:43.451178,+916979618151,+916214147419,SMS,0,405840553980984,868203045407187,Jio,BTS-MUM-013,96156,1002,SUCCESS
CDR-SUB-389113,2026-05-25T11:59:48.451178,+917685212470,+917648067380,VOICE,132,405840913768119,868203048618277,Jio,BTS-MUM-005,27194,1000,SUCCESS
CDR-SUB-200325,2026-05-25T11:52:59.451178,+917790237353,+917888683170,VOICE,159,405455912418153,359028092761863,Airtel,BTS-MUM-002,20960,1000,SUCCESS
CDR-SUB-140084,2026-05-25T11:52:16.451178,+918671543088,+919326630684,VOICE,92,405840671794059,864382043231049,Jio,BTS-MUM-009,77899,1001,SUCCESS
CDR-SUB-743057,2026-05-25T11:55:45.451178,+919069273877,+916656933137,SMS,0,405456235986950,351657118512260,Airtel,BTS-MUM-002,20960,1000,SUCCESS
